"blueWins","blueWardsPlaced","redWardsPlaced","blueWardsDestroyed","redWardsDestroyed","blueFirstBlood","blueTotalMinionsKilled","redTotalMinionsKilled","blueKills","redKills","blueEliteMonsters","redEliteMonsters","blueDragons","redDragons","blueHeralds","redHeralds","blueTotalGold","redTotalGold","blueTotalExperience","redTotalExperience","blueAvgLevel","redAvgLevel","",""
"1","29","13","2","4","1","230","205","11","2","2","0","1","0","1","0","20124","13674","19495","14438","7.4","6","",""
"0","14","17","1","1","0","206","210","6","11","0","1","0","1","0","0","15775","18636","17025","18676","6.8","7","",""
"1","16","17","6","2","1","199","192","6","6","2","0","1","0","1","0","15693","15338","17206","16388","6.6","6.6","",""
"1","12","16","2","1","1","246","226","7","2","0","2","0","1","0","1","17479","15174","18923","18441","7","7.2","",""
"1","14","16","2","3","0","226","207","9","10","1","1","0","1","1","0","17840","18199","19273","18489","7.2","7","",""
"0","17","12","2","1","0","180","247","5","6","0","0","0","0","0","0","15259","19226","15471","18585","6.6","7","",""
"0","13","13","1","1","0","187","246","4","11","1","1","1","0","0","1","15225","20407","16104","19988","6.2","7.4","",""
"1","16","39","2","4","1","217","201","9","4","0","0","0","0","0","0","17312","14968","19125","17608","7","6.8","",""
"0","16","10","1","1","0","206","220","8","4","1","0","0","0","1","0","16696","15831","17832","16826","7","6.6","",""
"1","18","17","4","2","0","235","235","6","7","0","1","0","1","0","0","16690","17206","18319","18322","7.2","7","",""
"0","42","15","2","0","0","219","239","5","6","0","0","0","0","0","0","16225","16263","18754","17587","7","6.8","",""
"0","13","43","4","2","1","212","249","4","8","0","2","0","1","0","1","15720","18230","15834","20080","6.4","7.2","",""
"0","16","39","5","4","0","169","238","2","13","0","0","0","0","0","0","13738","19998","15483","18847","6.4","7","",""
"1","16","17","3","2","1","259","197","10","5","1","0","1","0","0","0","18240","15287","19116","17136","7","6.8","",""
"1","14","113","2","0","1","220","213","6","4","1","1","1","0","0","1","16439","14836","18635","16836","7.2","6.6","",""
"0","15","13","0","3","1","253","233","4","7","0","0","0","0","0","0","15761","17215","18196","19401","7","7.2","",""
"0","17","19","2","2","1","227","206","9","8","1","1","0","1","1","0","18529","16979","18459","17549","7.2","6.6","",""
"0","18","19","4","4","0","227","216","8","10","0","0","0","0","0","0","16996","18061","18052","17426","6.8","6.8","",""
"1","16","16","2","4","1","207","191","10","8","0","0","0","0","0","0","17665","16912","17473","18060","6.8","6.8","",""
"1","87","48","2","1","1","198","229","7","10","1","0","1","0","0","0","16969","17846","18900","18482","7","7.2","",""
"0","18","51","4","2","0","244","237","2","5","1","1","1","0","0","1","15474","16376","19351","18966","7.4","7.2","",""
"1","17","38","3","5","0","186","229","11","5","1","0","1","0","0","0","18204","16414","18154","17804","7","7","",""
"0","20","17","5","7","0","241","218","6","5","0","1","0","1","0","0","17160","15663","18228","17511","7","6.8","",""
"1","18","17","5","4","1","256","205","6","3","0","0","0","0","0","0","16876","14159","18664","15849","7","6.4","",""
"1","11","37","2","2","0","230","212","10","6","0","1","0","1","0","0","18129","15701","19644","17458","7.2","6.8","",""
"1","16","15","5","3","0","243","255","6","7","0","1","0","1","0","0","17210","17168","19805","18438","7.4","7","",""
"1","13","11","3","0","0","203","218","5","10","0","1","0","0","0","1","15067","18641","16500","16887","6.6","6.6","",""
"0","17","16","2","3","0","198","225","5","5","1","0","1","0","0","0","15013","16021","17384","18101","7","7","",""
"1","15","12","3","5","1","221","215","7","6","0","0","0","0","0","0","16946","16232","19649","17999","7.4","6.8","",""
"1","18","22","2","4","0","239","231","11","5","0","1","0","1","0","0","18403","16164","19486","17947","7.4","6.6","",""
"0","14","14","0","2","0","199","229","2","5","1","1","0","1","1","0","14115","16024","16918","18200","6.8","7","",""
"1","17","56","4","2","1","255","222","2","4","0","1","0","1","0","0","15321","15016","18162","17170","7","6.8","",""
"0","13","16","1","1","1","216","238","5","5","0","1","0","1","0","0","15850","15706","18559","18247","7","7.2","",""
"1","14","20","1","1","0","246","232","3","1","0","1","0","1","0","0","15704","14915","17817","17992","7","6.8","",""
"1","122","15","4","3","0","216","249","5","5","1","1","0","1","1","0","17716","17708","17963","18588","7","7.2","",""
"0","19","26","5","2","1","235","243","6","7","1","0","0","0","1","0","16604","17358","18077","18234","7","6.8","",""
"0","15","12","1","4","1","180","212","4","8","0","0","0","0","0","0","14808","18171","16376","18296","6.6","7","",""
"1","15","43","4","2","0","191","225","6","4","0","1","0","1","0","0","15924","16434","17006","17843","6.8","7","",""
"0","16","20","2","3","1","199","235","3","5","0","1","0","0","0","1","14994","16074","16731","18395","6.6","7","",""
"0","18","42","4","5","0","212","207","1","5","0","1","0","1","0","0","13533","15724","15497","16995","6.4","6.8","",""
"1","81","44","2","0","0","257","195","6","3","0","1","0","1","0","0","18314","15040","21257","17995","7.6","7","",""
"0","17","44","7","4","0","235","202","4","7","0","1","0","1","0","0","16387","16238","18488","18278","7.2","6.8","",""
"0","22","17","3","3","0","212","200","6","6","0","1","0","1","0","0","15629","15946","17035","17062","6.8","6.8","",""
"1","13","13","2","1","1","251","199","4","1","1","0","1","0","0","0","16070","13648","18706","16940","7","6.6","",""
"0","16","49","4","1","1","223","200","4","4","1","0","1","0","0","0","15596","15226","18105","18171","6.8","7","",""
"1","59","34","2","3","1","250","220","5","2","1","0","1","0","0","0","17010","14698","18660","17485","7","6.6","",""
"0","94","15","4","3","0","208","215","8","9","1","1","0","1","1","0","17431","17527","17957","17680","7","6.6","",""
"0","42","19","5","3","0","214","195","7","11","0","1","0","1","0","0","16664","18926","17627","19390","6.8","7.4","",""
"0","13","15","1","2","1","197","241","4","11","0","0","0","0","0","0","15144","19437","16164","19895","6.4","7.4","",""
"0","16","15","4","4","1","195","229","5","6","0","2","0","1","0","1","15703","16788","17085","18954","6.6","7.2","",""
"1","42","25","5","5","1","220","204","10","5","0","1","0","1","0","0","18062","15761","17582","16915","6.8","6.6","",""
"0","15","14","4","2","0","208","236","7","5","1","0","1","0","0","0","16787","15987","17483","17720","6.8","6.8","",""
"1","9","14","1","1","0","221","213","12","10","1","1","0","1","1","0","19785","17275","20587","18070","7.4","7","",""
"1","82","16","2","3","1","208","211","10","5","2","0","1","0","1","0","18408","16491","19955","18769","7.4","7","",""
"0","17","17","3","2","0","208","227","11","11","1","0","1","0","0","0","18614","19172","18540","20022","7","7.6","",""
"1","250","16","4","1","1","209","174","12","10","1","1","0","1","1","0","19704","16637","18253","17750","7","6.8","",""
"0","15","21","1","3","0","248","247","2","5","1","0","1","0","0","0","15281","16482","17495","18414","6.8","6.8","",""
"0","15","16","1","0","0","190","248","1","3","1","0","1","0","0","0","13253","15563","16475","18765","6.4","7.4","",""
"0","37","21","2","3","0","190","235","8","8","1","0","1","0","0","0","17192","16989","17774","17217","7","6.8","",""
"0","17","49","7","1","0","232","221","6","5","1","0","1","0","0","0","16796","16679","18185","17937","6.8","6.8","",""
"1","13","17","4","2","0","207","193","11","7","1","0","1","0","0","0","18582","16163","18084","16966","6.8","7","",""
"0","42","89","2","1","0","243","220","6","5","1","0","0","0","1","0","17098","16651","20021","19102","7.4","7","",""
"0","22","114","3","7","0","209","227","5","6","1","1","0","1","1","0","15766","16985","17649","18408","6.8","7","",""
"1","143","18","2","8","1","214","256","3","5","1","0","1","0","0","0","14767","16138","16754","18705","6.8","7","",""
"1","23","35","1","2","1","170","241","10","3","2","0","1","0","1","0","18929","15694","18674","17506","7","7","",""
"1","21","17","3","6","1","226","229","10","5","1","0","1","0","0","0","18046","15747","19739","17935","7.4","7.2","",""
"0","14","25","4","1","0","204","213","8","10","1","0","1","0","0","0","17035","18591","17308","20489","7","7.4","",""
"0","12","18","5","1","0","251","218","3","7","0","2","0","1","0","1","15992","17315","17572","19194","6.8","7.2","",""
"1","17","16","1","2","1","216","215","8","6","0","1","0","1","0","0","17791","16166","18244","17692","7","6.8","",""
"1","20","13","1","3","0","246","245","5","4","1","0","1","0","0","0","16517","15698","17812","17860","6.8","7.2","",""
"0","16","17","1","0","1","178","231","7","8","1","0","1","0","0","0","15863","16598","18126","18868","7","7","",""
"1","19","14","1","2","1","268","204","5","2","0","0","0","0","0","0","16779","14393","18382","17987","7","7","",""
"0","14","35","6","1","0","180","212","10","9","0","0","0","0","0","0","17145","18426","18179","18704","6.8","7","",""
"1","15","16","1","2","0","194","231","4","5","0","1","0","1","0","0","15161","15947","17998","18835","7","7.2","",""
"1","16","16","2","2","1","249","205","6","9","1","0","1","0","0","0","17451","17675","18484","20365","7","7.4","",""
"1","16","164","5","2","1","224","213","7","4","0","1","0","1","0","0","18342","15755","20325","17566","7.4","6.6","",""
"1","18","11","3","3","0","259","213","5","5","1","0","1","0","0","0","16498","16038","18296","18113","7","7","",""
"0","84","37","1","4","0","227","224","3","8","0","1","0","0","0","1","14975","18323","17721","19516","7","7.2","",""
"1","17","13","3","3","1","204","220","9","2","1","1","0","1","1","0","17017","14667","19023","16318","7","6.6","",""
"0","13","15","0","4","0","197","264","2","10","0","0","0","0","0","0","13872","19987","17095","20304","6.4","7.4","",""
"1","87","16","3","3","0","216","219","8","8","2","0","1","0","1","0","17940","16600","19545","17719","7.4","6.8","",""
"0","17","35","2","3","1","167","202","3","8","0","2","0","1","0","1","14037","16528","15309","17830","6.2","7","",""
"0","33","87","4","1","1","207","223","5","7","1","0","1","0","0","0","15534","16643","17293","18786","7","7.2","",""
"1","20","13","4","4","1","252","223","8","6","1","0","1","0","0","0","18074","16440","19942","18935","7.4","7","",""
"1","15","14","1","3","1","164","176","11","8","2","0","1","0","1","0","17640","16388","17082","17353","6.6","6.8","",""
"1","41","37","4","6","0","241","185","3","5","1","0","1","0","0","0","15539","15783","17962","16712","6.8","6.8","",""
"1","14","12","1","2","0","170","209","9","6","1","1","0","1","1","0","17854","15674","17358","16896","7","6.8","",""
"1","13","20","3","4","1","216","221","9","6","2","0","1","0","1","0","18924","16264","18340","19070","7","7","",""
"1","16","13","3","3","1","244","220","10","2","1","0","1","0","0","0","18828","14704","20691","16791","7.4","6.8","",""
"1","22","15","2","2","1","218","209","6","6","0","1","0","1","0","0","16192","16158","18524","17539","7","6.8","",""
"1","15","14","3","0","0","231","200","9","9","0","0","0","0","0","0","17312","17986","17334","16804","6.6","6.8","",""
"0","16","17","2","1","1","225","252","3","3","0","1","0","1","0","0","14951","15987","17903","18845","6.8","7.2","",""
"0","45","10","5","5","1","204","221","8","6","1","0","1","0","0","0","17405","16346","18074","18412","7","7","",""
"1","13","17","3","3","1","215","215","12","13","0","1","0","1","0","0","19201","20599","19303","19329","7","7.2","",""
"1","17","14","6","3","1","219","199","13","0","1","0","1","0","0","0","20095","13325","20229","15845","7.6","6.6","",""
"0","17","16","2","0","0","227","201","3","5","1","0","1","0","0","0","14799","16101","17594","18205","6.6","6.8","",""
"1","13","13","1","0","1","233","225","4","1","2","0","1","0","1","0","17220","13847","19745","17659","7.4","7","",""
"0","17","16","3","4","0","187","260","5","8","2","0","1","0","1","0","15494","19022","16228","18505","6.4","7","",""
"1","16","19","1","2","1","212","225","12","9","0","1","0","1","0","0","18722","17781","18687","16580","7.2","6.6","",""
"1","11","55","2","1","1","209","188","5","8","0","0","0","0","0","0","15440","16844","16608","16165","6.6","6.6","",""
"1","37","15","4","3","0","240","189","19","3","0","0","0","0","0","0","23278","14611","22125","14480","7.8","6.2","",""
"0","15","18","0","3","1","204","217","6","9","1","1","0","1","1","0","16525","18307","18095","19067","6.8","7.2","",""
"1","15","21","6","2","1","212","230","6","3","1","0","1","0","0","0","16638","15236","18824","17312","7.2","6.8","",""
"1","19","39","4","3","1","224","222","3","3","0","0","0","0","0","0","15562","15090","17070","17867","6.8","7","",""
"1","15","17","1","3","1","262","244","2","0","2","0","1","0","1","0","15919","13984","17737","17326","6.6","6.6","",""
"0","17","17","5","4","0","245","236","4","6","1","1","0","1","1","0","15922","17107","17677","18827","7","7.2","",""
"1","23","17","4","4","0","252","209","3","5","1","0","1","0","0","0","15213","15601","17861","18186","6.8","7","",""
"0","18","13","1","1","1","205","189","7","3","2","0","1","0","1","0","16247","14479","17036","16097","6.6","6.6","",""
"1","22","13","3","5","1","231","176","10","3","2","0","1","0","1","0","19082","13691","18868","16272","7.2","6.2","",""
"1","18","14","3","0","0","219","206","6","3","1","0","1","0","0","0","17146","14820","18930","17023","7.2","6.6","",""
"1","57","12","0","1","1","238","249","5","1","1","0","1","0","0","0","17079","14571","20271","18529","7.6","7.2","",""
"0","11","15","3","3","1","237","227","6","7","0","1","0","1","0","0","17330","17695","17971","19249","7","7.2","",""
"0","13","19","2","0","1","239","235","7","3","0","1","0","1","0","0","16838","15010","18339","18037","7.2","6.8","",""
"0","13","14","1","1","1","220","211","8","9","1","0","0","0","1","0","17424","18260","17446","18555","6.8","7.2","",""
"0","18","15","3","5","1","233","221","5","4","0","0","0","0","0","0","15885","16235","17840","17214","6.8","7","",""
"0","16","10","0","1","1","224","254","7","4","1","1","1","0","0","1","16339","15882","17365","18324","7","7","",""
"1","23","18","5","2","1","241","196","7","2","1","0","1","0","0","0","17693","13981","18485","16478","7.2","6.6","",""
"1","20","14","3","1","1","166","198","16","5","1","0","1","0","0","0","20032","16101","20277","16171","7.4","6.6","",""
"1","40","16","5","6","0","201","228","4","4","1","1","0","1","1","0","15447","15384","17708","17447","7","6.8","",""
"0","11","18","3","3","0","200","227","3","8","0","2","0","1","0","1","14099","18595","15839","20267","6.4","7.4","",""
"1","16","14","2","2","0","219","225","3","6","1","0","1","0","0","0","15335","16174","17217","17299","6.6","7","",""
"0","10","17","2","1","0","195","198","2","13","0","0","0","0","0","0","14198","18228","15730","18269","6.4","7","",""
"1","15","13","1","2","1","208","210","4","6","0","1","0","1","0","0","15298","16894","16504","17773","6.6","6.8","",""
"0","83","16","3","5","0","236","231","4","11","1","1","1","0","0","1","15564","20087","17844","21018","6.8","7.6","",""
"1","11","18","2","3","0","224","200","8","4","2","0","1","0","1","0","17696","15910","18812","16008","7.2","6.4","",""
"1","17","15","3","2","0","214","205","6","8","1","0","1","0","0","0","16047","17542","18407","18077","6.8","6.8","",""
"0","15","49","17","2","0","216","203","3","8","0","1","0","1","0","0","14112","16946","15898","18671","6.4","7","",""
"0","16","15","1","2","0","226","220","3","5","0","1","0","0","0","1","15314","16202","17971","16643","7","6.8","",""
"1","18","14","3","1","1","187","227","7","10","1","0","1","0","0","0","16057","18316","17123","18021","6.8","6.8","",""
"1","20","27","9","7","1","208","155","6","6","0","1","0","1","0","0","16266","14966","18203","18076","7","7.2","",""
"0","21","21","2","2","0","197","198","4","11","1","0","1","0","0","0","15168","18932","16728","18428","6.6","6.8","",""
"1","12","15","0","0","1","211","214","9","10","1","1","0","1","1","0","17665","19091","18891","19163","6.8","7.2","",""
"0","13","17","4","0","0","207","216","4","5","1","1","0","1","1","0","14366","15980","17267","17252","6.8","7","",""
"1","35","17","2","1","0","189","188","11","7","0","0","0","0","0","0","19106","17093","17739","16839","6.8","6.6","",""
"0","15","22","3","5","0","217","246","0","9","1","0","1","0","0","0","13850","18363","16985","19772","6.8","7.4","",""
"0","22","17","3","12","0","188","269","7","12","0","2","0","1","0","1","15633","20904","16398","20634","6.4","7.6","",""
"1","13","11","2","0","1","194","218","9","8","0","0","0","0","0","0","17208","17405","17852","16933","6.8","6.6","",""
"0","18","37","15","4","1","187","264","6","6","2","0","1","0","1","0","15771","18613","17334","19056","6.8","7","",""
"0","12","11","0","2","0","210","226","2","9","1","1","1","0","0","1","14132","18800","16898","20670","6.8","7.6","",""
"1","16","15","3","1","0","196","213","14","3","1","0","1","0","0","0","18413","14419","19646","15693","7.2","6.2","",""
"0","15","16","5","3","1","197","197","6","11","1","0","1","0","0","0","15673","18093","17330","19848","6.6","7.4","",""
"1","13","24","1","4","1","229","235","6","1","1","0","1","0","0","0","17091","14286","19482","16728","7.2","6.6","",""
"0","17","12","0","6","1","220","213","8","7","0","1","0","1","0","0","16885","16896","17748","19243","6.6","7.2","",""
"0","14","17","3","1","0","214","229","3","10","0","1","0","1","0","0","14836","18257","16507","19343","6.4","7.2","",""
"0","18","13","0","5","0","220","201","11","8","0","0","0","0","0","0","18303","17161","19278","18437","7.2","7","",""
"0","15","14","1","1","0","204","261","4","8","0","2","0","1","0","1","15503","18395","18406","21122","6.8","7.6","",""
"1","21","13","2","3","0","227","239","3","3","1","1","1","0","0","1","15398","15074","17885","17654","6.8","6.8","",""
"0","12","15","1","1","1","214","203","11","3","0","1","0","1","0","0","18420","14555","19497","15938","7.4","6.4","",""
"0","17","27","3","4","0","193","219","4","11","0","1","0","1","0","0","14702","17893","16103","17723","6.6","7","",""
"1","17","12","2","3","1","208","217","12","9","0","0","0","0","0","0","19355","17285","20151","19132","7.6","7.2","",""
"1","16","21","5","3","0","187","257","5","9","0","1","0","1","0","0","14980","18709","17318","20603","6.8","7.6","",""
"1","23","14","1","3","1","239","239","6","10","2","0","1","0","1","0","17520","18647","19706","19235","7.4","7.2","",""
"1","93","10","1","3","0","220","170","17","4","2","0","1","0","1","0","21257","14544","20163","14783","7.4","6.2","",""
"1","14","16","3","2","0","227","221","3","4","1","1","1","0","0","1","15565","15215","17390","18054","6.8","7","",""
"0","87","18","3","1","1","193","183","7","4","1","0","1","0","0","0","16723","14155","17764","14710","6.8","6.2","",""
"0","16","18","1","1","1","222","236","3","6","0","0","0","0","0","0","15096","16721","16516","18934","6.8","7","",""
"0","18","20","2","6","0","207","247","4","6","0","2","0","1","0","1","14827","17540","17370","18607","6.6","7.2","",""
"1","22","16","3","2","0","217","236","10","4","1","0","1","0","0","0","17354","15611","18530","16406","7","6.8","",""
"0","13","13","1","3","0","229","238","5","7","1","1","0","1","1","0","15814","17520","17936","18621","6.8","7","",""
"0","13","9","0","2","0","231","225","5","6","0","1","0","1","0","0","15882","16646","17373","17501","6.6","6.8","",""
"0","17","11","2","4","0","212","237","3","9","0","1","0","1","0","0","15331","17767","16126","19142","6.6","7.2","",""
"0","17","11","3","3","1","219","151","8","14","0","2","0","1","0","1","17886","19874","15999","17489","6.4","6.8","",""
"1","13","14","3","5","0","218","220","5","5","1","0","0","0","1","0","16897","15955","18457","17505","7.2","6.8","",""
"1","16","59","4","2","1","244","181","4","7","0","2","0","1","0","1","15613","16615","18046","18544","6.6","7","",""
"1","45","15","2","4","1","189","222","8","3","1","1","1","0","0","1","16902","15115","18641","17640","7.2","6.8","",""
"0","19","47","5","2","1","191","179","9","6","0","1","0","0","0","1","16544","15305","16417","15849","6.6","6.4","",""
"0","26","16","3","2","0","193","196","8","8","0","1","0","1","0","0","16357","16589","16464","16367","6.6","6.6","",""
"1","14","15","3","3","0","225","201","6","3","1","0","1","0","0","0","16255","15281","18434","17686","7","7","",""
"1","14","18","3","2","0","236","234","4","6","1","1","0","1","1","0","16685","16396","18643","18844","7","7","",""
"0","29","39","3","2","0","194","198","4","12","0","0","0","0","0","0","15036","17604","15796","19727","6.4","7.4","",""
"1","17","18","3","4","1","240","172","9","5","1","0","0","0","1","0","17554","15152","18464","16134","7","6.4","",""
"0","17","13","3","3","0","230","253","6","2","1","0","1","0","0","0","17066","15068","18756","17556","7","6.8","",""
"0","19","15","3","4","1","254","250","4","3","0","2","0","1","0","1","15989","16066","17682","19197","6.8","7","",""
"1","13","77","2","2","1","205","175","7","5","0","1","0","1","0","0","15984","15221","18367","17348","7","6.8","",""
"0","14","14","2","1","0","210","208","11","8","0","0","0","0","0","0","17804","16712","17743","16937","6.8","6.6","",""
"0","18","18","3","5","0","212","190","7","7","1","0","1","0","0","0","16136","15700","16071","16546","6.4","6.8","",""
"0","43","18","4","7","0","226","252","3","7","0","1","0","1","0","0","14631","17302","17718","18437","6.8","7","",""
"0","13","15","2","2","0","193","232","4","8","0","1","0","1","0","0","14668","17626","16865","18311","6.6","7","",""
"1","21","15","2","5","1","236","231","10","1","2","0","1","0","1","0","19263","14524","19673","17554","7.2","6.8","",""
"1","14","58","3","2","1","224","207","2","7","0","0","0","0","0","0","14645","16163","16717","19259","6.8","7.2","",""
"1","50","17","2","0","1","233","196","8","6","0","1","0","1","0","0","17628","16170","18881","17128","7","7","",""
"1","15","16","3","4","1","204","193","4","7","0","1","0","1","0","0","16002","15904","16283","17069","6.6","6.6","",""
"0","44","19","4","0","0","182","243","5","12","0","1","0","1","0","0","15851","19099","16800","19242","6.6","7.2","",""
"1","17","15","6","2","1","230","218","10","1","1","0","1","0","0","0","18484","15045","19140","15671","7","6.4","",""
"0","21","19","7","5","0","204","228","6","4","0","0","0","0","0","0","15840","16216","16689","17807","6.8","6.8","",""
"1","33","12","2","1","1","233","198","9","4","1","0","0","0","1","0","18829","14688","18693","15860","7.2","6.6","",""
"0","41","34","4","6","0","191","211","7","11","1","1","1","0","0","1","16728","19086","17887","19287","7","7.2","",""
"0","18","17","3","2","0","201","213","7","13","0","2","0","1","0","1","15744","19506","16509","18135","6.8","6.8","",""
"0","18","10","0","2","1","223","214","4","7","1","1","1","0","0","1","16640","16481","18123","18492","7","7.2","",""
"0","16","38","1","0","0","207","241","2","6","0","0","0","0","0","0","13744","16182","16719","18648","6.8","6.8","",""
"1","17","28","3","3","1","216","188","8","7","0","1","0","1","0","0","17885","15814","17553","16457","6.8","6.6","",""
"1","17","12","3","2","1","237","210","10","1","1","0","1","0","0","0","18646","13498","19491","16569","7","6.4","",""
"0","17","46","4","5","1","213","235","2","5","0","0","0","0","0","0","14219","16624","16055","17775","6.6","6.8","",""
"1","16","15","4","2","0","224","230","4","3","0","0","0","0","0","0","15616","15175","18728","18349","6.8","6.8","",""
"1","14","14","0","2","1","197","178","10","10","1","1","1","0","0","1","19177","18418","17889","18110","7","7","",""
"0","13","18","1","2","0","205","215","5","4","0","0","0","0","0","0","15977","15079","18445","17713","7","7","",""
"1","20","15","2","3","1","228","202","9","6","2","0","1","0","1","0","18302","15905","18292","17334","7.2","7","",""
"1","19","15","2","3","0","223","208","5","3","1","0","1","0","0","0","15634","14485","16928","15872","6.8","6.4","",""
"1","23","15","1","4","0","229","197","5","5","0","1","0","1","0","0","16165","15308","18868","17828","7.2","7","",""
"0","17","38","2","4","1","208","219","6","9","0","1","0","0","0","1","15900","19137","16277","18957","6.6","7","",""
"1","14","17","4","2","1","224","238","8","6","1","0","1","0","0","0","17776","16704","18126","17715","6.8","6.6","",""
"1","20","16","3","1","1","188","185","9","13","1","0","1","0","0","0","17597","19119","16212","17716","6.6","6.8","",""
"1","18","13","1","4","0","231","238","2","6","0","1","0","1","0","0","14071","16704","16114","17754","6.8","6.8","",""
"0","23","14","1","1","0","220","215","8","9","1","0","0","0","1","0","17380","17593","18665","18266","7.2","7","",""
"0","17","21","3","4","1","215","257","3","5","0","2","0","1","0","1","14666","17981","17730","19743","6.8","7.2","",""
"0","13","12","2","1","1","231","168","11","4","1","0","1","0","0","0","18232","14245","19347","16037","7.4","6.4","",""
"1","13","40","1","1","1","193","206","7","8","0","1","0","1","0","0","17004","17421","19083","19002","7.2","7.2","",""
"1","53","16","2","4","0","174","228","7","17","0","1","0","1","0","0","15664","20396","16740","18545","6.6","7","",""
"0","17","13","4","2","1","203","193","10","8","1","1","0","1","1","0","18432","16915","17701","17770","7","6.8","",""
"0","39","13","2","9","0","231","237","3","11","0","1","0","1","0","0","15495","18104","17144","19392","7","7","",""
"1","16","17","3","5","1","234","200","5","7","1","0","1","0","0","0","16318","16385","18452","18933","7.2","7.2","",""
"1","17","12","3","3","1","204","238","5","3","1","0","1","0","0","0","16123","15530","17197","17899","6.6","7","",""
"1","36","16","2","1","0","207","239","2","8","0","1","0","1","0","0","14079","17467","17003","18885","7","7.2","",""
"1","14","19","5","2","1","214","193","9","2","1","0","1","0","0","0","18081","13848","19648","16542","7.2","6.6","",""
"1","23","21","7","5","0","232","196","6","8","0","0","0","0","0","0","16449","16616","16962","17357","6.6","7","",""
"0","17","16","1","4","1","241","280","2","4","0","1","0","1","0","0","14947","17035","17628","20045","7","7.2","",""
"0","13","13","3","4","0","191","251","5","7","1","1","0","1","1","0","15457","17104","17048","20083","6.6","7.4","",""
"0","14","12","0","2","0","256","234","5","4","1","0","1","0","0","0","17129","16125","18794","18583","7.2","6.8","",""
"1","24","16","3","2","0","236","208","8","6","2","0","1","0","1","0","17527","15902","19414","17469","7.2","6.8","",""
"0","45","18","1","2","0","203","234","4","10","0","0","0","0","0","0","14396","18735","16065","18922","6.6","7","",""
"1","30","17","2","1","1","206","221","5","8","1","1","1","0","0","1","16131","17273","17821","17592","7","6.8","",""
"1","13","15","5","4","0","262","211","10","3","0","1","0","1","0","0","19476","14702","20412","16888","7.8","6.8","",""
"0","16","14","2","4","1","195","183","3","16","0","1","0","1","0","0","14316","19535","14965","18970","6.2","7.2","",""
"1","12","18","5","2","1","235","238","3","7","0","1","0","1","0","0","15159","17143","17052","18582","6.6","6.8","",""
"1","14","13","1","1","1","236","209","5","3","0","1","0","0","0","1","15800","15103","18222","17522","7","6.8","",""
"0","19","17","4","6","1","253","233","5","5","0","1","0","1","0","0","16780","16006","19102","17915","7","7","",""
"0","15","17","3","5","0","205","237","7","5","1","0","1","0","0","0","16424","15997","17990","17511","7","7","",""
"1","19","18","3","3","1","257","223","3","4","1","1","0","1","1","0","17035","15548","18941","18324","7.2","7","",""
"0","17","13","1","2","0","203","252","3","5","0","1","0","1","0","0","14776","16736","17631","19095","6.8","7.2","",""
"1","13","11","1","1","1","237","235","10","1","0","0","0","0","0","0","18697","14002","19162","16849","7.2","6.4","",""
"0","74","16","4","0","1","202","226","3","2","0","1","0","1","0","0","14452","14405","16280","16544","6.8","6.6","",""
"0","30","14","4","3","1","235","193","6","13","1","1","1","0","0","1","16540","18685","18158","19075","7","7.2","",""
"0","18","11","2","6","1","233","195","8","6","2","0","1","0","1","0","16650","15743","17551","17962","6.8","6.6","",""
"1","16","63","6","4","1","212","200","7","5","1","1","0","1","1","0","16887","15323","18500","17286","7","6.6","",""
"0","14","37","1","4","0","222","193","11","7","1","1","1","0","0","1","18096","17410","18860","18510","7.2","7","",""
"1","42","14","3","0","0","213","234","6","4","2","0","1","0","1","0","16199","15668","18445","17498","7","6.8","",""
"1","15","12","0","4","1","197","234","6","8","1","0","1","0","0","0","16956","17462","18364","18592","7","7","",""
"1","16","26","4","4","0","192","225","7","8","0","1","0","1","0","0","15646","17174","17325","18746","7","7.2","",""
"1","53","38","4","7","0","207","227","4","6","1","1","0","1","1","0","15426","17802","18021","18915","7","7","",""
"0","15","35","2","2","1","217","207","6","7","0","1","0","1","0","0","16308","16621","17279","18335","7","7","",""
"0","17","18","2","3","1","204","221","4","6","0","2","0","1","0","1","15293","16599","17871","18869","6.8","7","",""
"0","16","15","1","3","1","210","204","4","4","1","1","0","1","1","0","16389","15392","17526","18669","6.6","7.2","",""
"1","24","14","1","2","1","208","205","10","7","2","0","1","0","1","0","18572","16649","19279","18545","7.2","7","",""
"1","14","16","4","0","1","235","216","8","6","2","0","1","0","1","0","18250","15732","17742","16882","7","6.6","",""
"1","15","16","2","4","1","169","221","4","12","0","2","0","1","0","1","15123","20072","15874","19301","6.6","7.2","",""
"0","12","14","2","3","0","210","238","8","6","0","1","0","1","0","0","16793","16678","17595","17675","6.8","6.8","",""
"1","12","18","2","1","0","216","240","2","9","0","2","0","1","0","1","14259","19073","16277","19978","6.4","7.4","",""
"1","33","16","4","5","1","261","221","4","2","1","0","1","0","0","0","16607","14346","19014","17108","7","6.6","",""
"0","21","18","4","4","1","204","212","5","14","0","0","0","0","0","0","15425","18329","16296","19417","6.6","7.2","",""
"1","17","15","9","2","1","251","215","9","2","2","0","1","0","1","0","20464","13867","19989","15376","7.4","6.2","",""
"0","14","17","3","4","0","193","232","3","7","1","0","1","0","0","0","14344","18613","16049","19257","6.6","7.2","",""
"1","18","42","6","5","1","229","243","4","4","0","1","0","1","0","0","15936","15718","16572","18505","6.8","7","",""
